Crop,Region,Season,Temperature_C,Humidity_%,Soil_pH,Soil_Moisture_%,Fertilizer_Name,Fertilizer_Amount_kg,Pesticide_Name,Pesticide_Amount_kg
Rice,Odisha,Zaid,28.53,74.41,6.59,33.04,DAP,157.67,Imidacloprid,3.744
Maize,Uttar Pradesh,Zaid,25.45,78.99,7.29,45.83,Urea,122.5,Chlorantraniliprole,3.611
Wheat,Tamil Nadu,Rabi,30.84,73.95,6.28,53.35,Urea,140.3,Propiconazole,3.179
Maize,Tamil Nadu,Zaid,36.77,79.8,6.35,37.75,Compost,75.17,Imidacloprid,3.763
Cotton,Tamil Nadu,Kharif,23.03,56.99,6.16,29.79,NPK,171.83,Buprofezin,2.39
Pulses,Maharashtra,Zaid,32.49,52.96,5.52,58.17,DAP,90.08,Imidacloprid,2.115
Groundnut,Uttar Pradesh,Kharif,29.38,65.17,5.81,41.97,Urea,105.95,Carbendazim,2.332
Pulses,Uttar Pradesh,Rabi,30.24,92.23,6.2,16.36,NPK,96.87,Thiamethoxam,3.354
Pulses,Uttar Pradesh,Zaid,27.64,66.43,6.46,58.24,DAP,96.02,Mancozeb,2.405
Groundnut,Tamil Nadu,Zaid,30.04,54.6,6.47,46.9,Compost,61.44,Dimethoate,2.116
Cotton,Bihar,Zaid,20.13,56.77,6.63,26.1,Potash,141.04,Imidacloprid,2.303
Groundnut,Odisha,Rabi,23.26,84.18,5.14,52.25,Urea,100.98,Carbendazim,2.643
Wheat,Odisha,Rabi,21.26,62.18,6.87,41.58,Urea,133.69,Mancozeb,1.979
Mustard,Karnataka,Rabi,29.43,56.47,6.73,50.9,Compost,72.69,Imidacloprid,1.747
Pulses,Tamil Nadu,Rabi,25.58,58.36,6.81,48.18,NPK,104.75,Thiamethoxam,1.676
Maize,Maharashtra,Zaid,27.86,85.79,5.87,50.97,DAP,120.86,Lambda-Cyhalothrin,4.826
Groundnut,Odisha,Rabi,20.89,72.28,6.32,37.64,Compost,54.77,Chlorpyrifos,3.047
Cotton,Tamil Nadu,Kharif,28.35,71.38,6.23,46.73,Compost,113.69,Imidacloprid,3.152
Pulses,Rajasthan,Zaid,29.68,79.21,5.74,43.27,DAP,87.47,Imidacloprid,2.627
Rice,Maharashtra,Kharif,29.46,54.33,6.07,43.7,DAP,156.65,Cartap Hydrochloride,3.017
Pulses,Bihar,Rabi,30.64,62.97,6.37,38.31,DAP,83.72,Imidacloprid,1.46
Groundnut,Bihar,Rabi,22.22,73.7,5.76,53.96,Urea,111.27,Dimethoate,2.796
Maize,Karnataka,Kharif,33.16,69.95,6.96,22.39,Compost,76.18,Chlorantraniliprole,2.994
Sugarcane,Rajasthan,Kharif,32.49,79.35,5.09,28.94,NPK,243.18,Chlorpyrifos,4.725
Maize,Karnataka,Kharif,22.55,76.02,5.52,32.32,Compost,74.05,Imidacloprid,2.543
Groundnut,Karnataka,Zaid,22.87,63.14,6.84,26.49,Compost,57.36,Dimethoate,2.024
Wheat,Odisha,Zaid,31.01,74.7,5.02,75.8,NPK,150.0,Mancozeb,3.591
Maize,Bihar,Rabi,27.88,96.27,6.63,47.05,Urea,133.91,Imidacloprid,4.251
Mustard,Uttar Pradesh,Kharif,33.21,74.89,6.68,43.35,SSP,108.09,Imidacloprid,2.892
Rice,Maharashtra,Rabi,28.96,54.19,7.09,30.24,MOP,148.08,Imidacloprid,2.91
Rice,Karnataka,Kharif,29.64,71.31,6.04,32.93,DAP,156.55,Cartap Hydrochloride,3.387
Rice,Odisha,Kharif,23.85,72.29,6.37,51.86,MOP,150.78,Cartap Hydrochloride,3.93
Groundnut,Odisha,Rabi,35.23,81.22,6.51,22.42,Gypsum,56.79,Dimethoate,3.632
Pulses,Tamil Nadu,Kharif,20.66,58.28,7.29,28.64,DAP,81.6,Thiamethoxam,1.52
Pulses,Karnataka,Zaid,33.69,70.42,5.46,34.46,Compost,55.01,Imidacloprid,2.293
Rice,Karnataka,Zaid,18.57,67.86,6.6,5,DAP,139.96,Chlorpyrifos,3.212
Groundnut,Tamil Nadu,Rabi,22.69,71.26,6.69,72.35,Compost,72.37,Dimethoate,3.103
Pulses,Uttar Pradesh,Kharif,29.11,77.29,6.11,38.62,NPK,97.89,Thiamethoxam,2.738
Groundnut,Maharashtra,Zaid,25.42,79.4,6.06,30.34,Gypsum,50.97,Dimethoate,3.15
Sugarcane,Bihar,Rabi,28.07,62.13,5.92,51.24,NPK,247.45,Imidacloprid,3.45
Sugarcane,Bihar,Zaid,27.18,78.57,7.16,32.1,NPK,240.45,Imidacloprid,4.124
Mustard,Uttar Pradesh,Rabi,29.9,57.63,6.66,31.86,Compost,66.92,Imidacloprid,1.502
Rice,Bihar,Zaid,24.25,69.21,5.9,43.87,MOP,144.35,Imidacloprid,2.921
Sugarcane,Punjab,Zaid,31.97,53.22,6.73,50.91,Potash,203.07,Chlorpyrifos,4.006
Groundnut,Punjab,Zaid,21.54,67.41,6.14,34.7,Gypsum,50.25,Chlorpyrifos,2.646
Rice,Odisha,Zaid,28.36,75.69,5.69,59.23,MOP,155.68,Imidacloprid,3.786
Pulses,Maharashtra,Kharif,29.29,70.47,6.27,35.62,DAP,87.56,Thiamethoxam,2.157
Cotton,Bihar,Kharif,28.01,76.39,6.3,41.44,Compost,101.28,Acephate,3.912
Rice,Bihar,Kharif,35.93,60.4,6.55,46.51,Urea,168.8,Cartap Hydrochloride,3.406
Maize,Rajasthan,Kharif,24.79,82.02,6.16,29.04,DAP,116.64,Lambda-Cyhalothrin,4.061
Rice,Punjab,Kharif,25.12,63.74,6.8,31.1,MOP,144.2,Cartap Hydrochloride,3.017
Mustard,Maharashtra,Rabi,30.84,65.23,7.26,38.21,Urea,115.44,Carbendazim,1.972
Cotton,Tamil Nadu,Kharif,22.48,70.3,6.48,26.14,NPK,178.56,Buprofezin,2.598
Rice,Tamil Nadu,Rabi,31.8,77.54,6.62,32.88,DAP,160.18,Cartap Hydrochloride,4.072
Maize,Odisha,Kharif,29.62,69.84,6.98,47.95,Urea,139.33,Lambda-Cyhalothrin,3.91
Wheat,Rajasthan,Kharif,33.97,69.34,5.33,37.4,SSP,111.8,Propiconazole,2.31
Maize,Tamil Nadu,Rabi,30.91,69.53,5.82,44.96,Urea,116.61,Chlorantraniliprole,3.269
Mustard,Uttar Pradesh,Kharif,28.4,74.74,6.73,23.02,SSP,97.86,Mancozeb,2.508
Pulses,Odisha,Kharif,31.94,80.88,7.05,55.81,DAP,93.19,Mancozeb,3.352
Wheat,Odisha,Zaid,32.56,75.32,6.86,54.54,Urea,135.97,Mancozeb,3.281
Groundnut,Punjab,Zaid,28.84,79.25,6.47,25.81,Urea,107.23,Carbendazim,2.449
Maize,Uttar Pradesh,Rabi,29.48,65.16,7.15,50.85,Compost,75.5,Imidacloprid,2.578
Groundnut,Tamil Nadu,Kharif,25.24,47.75,7.35,45.33,Compost,58.07,Carbendazim,1.694
Pulses,Maharashtra,Zaid,27.62,82.31,6.23,38.51,NPK,103.85,Thiamethoxam,2.764
Maize,Bihar,Kharif,32.64,62.34,7.42,24.63,Compost,69.44,Imidacloprid,2.644
Pulses,Rajasthan,Rabi,31.38,74.77,6.45,47.18,DAP,93.53,Thiamethoxam,2.807
Sugarcane,Odisha,Rabi,31.87,87.44,6.54,33.67,Potash,197.28,Malathion,5.699
Sugarcane,Tamil Nadu,Kharif,29.68,49.3,5.94,34.06,Potash,194.67,Chlorpyrifos,3.515
Maize,Tamil Nadu,Zaid,28.43,87.25,7.32,66.86,Compost,85.42,Imidacloprid,4.098
Sugarcane,Tamil Nadu,Rabi,26.56,65.62,6.07,64.2,Potash,202.03,Malathion,4.292
Wheat,Punjab,Kharif,23.61,64.99,6.61,35.44,NPK,140.89,Propiconazole,2.031
Groundnut,Rajasthan,Rabi,23.71,80.23,6.83,42.95,Urea,103.5,Dimethoate,3.329
Pulses,Maharashtra,Zaid,26.28,87.2,6.92,43.82,NPK,104.21,Mancozeb,3.597
Cotton,Tamil Nadu,Zaid,23.52,65.36,5.67,25.17,Potash,134.9,Buprofezin,2.323
Mustard,Maharashtra,Rabi,28.78,60.35,6.73,65.35,Urea,128.45,Mancozeb,1.845
Cotton,Rajasthan,Rabi,21.08,60.42,5.51,16.96,Compost,94.6,Buprofezin,2.165
Mustard,Maharashtra,Kharif,39.01,69.78,6.35,32.93,Compost,69.75,Imidacloprid,2.667
Rice,Bihar,Kharif,24.62,69.72,6.06,10.58,DAP,146.44,Cartap Hydrochloride,3.057
Maize,Maharashtra,Rabi,27.59,62.18,6.31,27.01,DAP,111.95,Chlorantraniliprole,2.552
Cotton,Karnataka,Kharif,22.15,70.65,6.58,44.07,NPK,188.23,Acephate,3.534
Mustard,Rajasthan,Kharif,28.16,65.59,6.58,31.38,Urea,110.89,Mancozeb,2.016
Pulses,Punjab,Rabi,23.13,73.76,7.05,44.76,NPK,96.36,Thiamethoxam,2.092
Mustard,Uttar Pradesh,Rabi,20.59,68.63,6.72,50.81,SSP,102.5,Imidacloprid,2.134
Rice,Uttar Pradesh,Kharif,28.74,85.76,6.31,64.17,Urea,174.46,Cartap Hydrochloride,5.103
Cotton,Maharashtra,Kharif,30.41,83.4,6.04,42.45,Compost,109.78,Imidacloprid,4.115
Mustard,Odisha,Kharif,24.76,76.46,5.31,53.48,Urea,122.67,Mancozeb,2.748
Rice,Uttar Pradesh,Rabi,21.51,72.24,6.07,46.9,MOP,148.51,Imidacloprid,3.168
Mustard,Punjab,Zaid,32.73,79.8,7.65,41.96,Urea,108.0,Carbendazim,2.609
Cotton,Tamil Nadu,Zaid,32.44,70.54,5.57,18.05,Compost,102.28,Imidacloprid,3.013
Rice,Rajasthan,Kharif,27.54,70.06,6.5,53.56,MOP,163.79,Chlorpyrifos,3.775
Rice,Maharashtra,Zaid,23.52,80.37,5.6,42.49,DAP,154.55,Chlorpyrifos,4.348
Wheat,Tamil Nadu,Kharif,31.84,63.56,5.31,43.97,NPK,141.88,Propiconazole,2.445
Cotton,Bihar,Zaid,18,93.62,5.26,49.36,Compost,107.55,Imidacloprid,4.406
Sugarcane,Odisha,Rabi,30.9,69.3,7.05,49.23,Potash,201.05,Chlorpyrifos,4.388
Maize,Punjab,Rabi,37.67,72.84,7.02,13.48,Urea,116.72,Imidacloprid,3.06
Mustard,Tamil Nadu,Rabi,27.86,79.04,7.36,30.76,Urea,115.15,Imidacloprid,3.091
Maize,Odisha,Zaid,25.59,55.64,7.07,27.81,Compost,75.73,Lambda-Cyhalothrin,2.417
Pulses,Odisha,Rabi,26.21,47.89,6.02,42.11,Compost,54.19,Thiamethoxam,1.762
Sugarcane,Punjab,Zaid,20.76,71.57,6.72,17.69,Urea,230.53,Malathion,3.869
Wheat,Odisha,Kharif,27.47,60.31,5.64,43.8,SSP,120.96,Propiconazole,2.141
Groundnut,Punjab,Rabi,29.88,58.23,6.06,45.71,Gypsum,56.23,Chlorpyrifos,2.44
Mustard,Odisha,Zaid,24.4,52.27,6.55,27.29,Compost,60.37,Mancozeb,1.439
Sugarcane,Rajasthan,Rabi,32.7,75.94,7.69,27.23,Potash,188.3,Chlorpyrifos,4.69
Cotton,Bihar,Rabi,28.65,81.31,6.84,51.35,Potash,157.03,Acephate,4.258
Maize,Rajasthan,Rabi,36.11,67.11,6.29,29.51,DAP,118.22,Chlorantraniliprole,2.813
Wheat,Punjab,Kharif,29.01,62.06,6.27,44.36,NPK,144.83,Propiconazole,2.397
Maize,Tamil Nadu,Zaid,25.48,88.1,7.06,30.75,Urea,119.17,Chlorantraniliprole,3.506
Rice,Karnataka,Kharif,26.63,62.65,6.83,35.72,DAP,154.0,Imidacloprid,2.799
Groundnut,Tamil Nadu,Zaid,22.85,73.41,5.36,49.71,Gypsum,46.87,Carbendazim,2.371
Maize,Karnataka,Zaid,21.02,74.49,6.91,30.67,DAP,113.06,Lambda-Cyhalothrin,3.243
Sugarcane,Punjab,Zaid,30.06,58.6,6.01,44.79,Urea,238.7,Chlorpyrifos,3.691
Pulses,Tamil Nadu,Rabi,28.16,75.64,6.13,35.41,NPK,102.36,Imidacloprid,2.197
Wheat,Maharashtra,Rabi,29.59,64.68,6.25,44.96,SSP,122.22,Mancozeb,2.373
Rice,Punjab,Kharif,27.92,68.32,7.09,56.51,Urea,163.99,Cartap Hydrochloride,3.557
Wheat,Punjab,Kharif,34.35,80.47,7.02,28.13,SSP,124.97,Propiconazole,3.24
Mustard,Maharashtra,Rabi,24.81,55.73,5.6,30.42,SSP,92.91,Mancozeb,1.372
Sugarcane,Bihar,Rabi,29.0,67.84,6.84,42.92,NPK,246.05,Chlorpyrifos,4.307
Rice,Tamil Nadu,Rabi,27.67,75.97,6.11,52.96,MOP,145.66,Chlorpyrifos,4.288
Wheat,Odisha,Kharif,29.96,59.55,6.9,34.55,Urea,129.94,Propiconazole,1.747
Mustard,Maharashtra,Kharif,28.87,69.39,6.01,42.11,Urea,113.55,Mancozeb,2.611
Pulses,Bihar,Zaid,30.17,78.06,7.08,53.27,NPK,110.35,Mancozeb,3.029
Groundnut,Uttar Pradesh,Rabi,26.31,83.54,6.09,48.53,Compost,62.47,Chlorpyrifos,3.954
Groundnut,Rajasthan,Rabi,30.43,54.47,6.29,33.98,Urea,101.18,Chlorpyrifos,2.296
Wheat,Tamil Nadu,Zaid,26.85,69.4,5.58,41.75,SSP,118.02,Carbendazim,2.5
Groundnut,Karnataka,Kharif,22.46,82.0,6.92,9.1,Gypsum,47.49,Chlorpyrifos,3.2
Mustard,Bihar,Rabi,24.19,79.62,7.02,43.82,Compost,66.63,Carbendazim,2.506
Wheat,Karnataka,Kharif,28.1,83.87,6.69,36.3,Urea,135.75,Carbendazim,2.76
Cotton,Punjab,Rabi,30.64,68.81,6.74,45.41,NPK,184.73,Imidacloprid,3.049
Mustard,Rajasthan,Rabi,31.99,54.13,5.45,51.73,Urea,112.95,Carbendazim,1.895
Wheat,Maharashtra,Zaid,21.57,54.45,6.65,33.68,SSP,114.69,Propiconazole,1.624
Sugarcane,Odisha,Rabi,29.41,58.16,5.8,22.29,Potash,193.37,Imidacloprid,3.089
Wheat,Bihar,Zaid,31.94,72.25,5.93,47.74,Urea,137.43,Carbendazim,2.27
Groundnut,Tamil Nadu,Kharif,30.17,78.17,6.01,43.12,Urea,108.07,Chlorpyrifos,3.822
Pulses,Rajasthan,Rabi,18.54,46.64,5.81,30.52,Compost,41.76,Mancozeb,1.504
Rice,Tamil Nadu,Zaid,29.37,71.06,7.46,64.25,MOP,159.68,Cartap Hydrochloride,4.153
Mustard,Uttar Pradesh,Rabi,24.2,59.14,7.07,29.74,Urea,99.08,Imidacloprid,1.472
Mustard,Maharashtra,Rabi,22.47,72.54,6.21,42.64,SSP,104.45,Carbendazim,2.345
Groundnut,Karnataka,Kharif,20.17,64.16,6.41,48.39,Compost,63.54,Chlorpyrifos,2.547
Pulses,Karnataka,Zaid,20.09,77.48,5.92,52.84,Compost,53.07,Imidacloprid,2.423
Mustard,Punjab,Rabi,26.27,62.3,5.51,36.04,Urea,108.09,Mancozeb,1.707
Mustard,Bihar,Kharif,30.34,99.19,8.09,35.48,Compost,66.16,Mancozeb,4.393
Sugarcane,Tamil Nadu,Kharif,30.33,77.52,6.82,22.14,Urea,228.69,Chlorpyrifos,4.633
Cotton,Rajasthan,Zaid,31.84,72.1,6.8,28.11,Compost,98.13,Buprofezin,2.972
Pulses,Bihar,Rabi,28.84,66.42,6.86,27.68,DAP,84.29,Imidacloprid,1.909
Mustard,Odisha,Zaid,25.16,65.78,6.22,26.77,Compost,63.69,Mancozeb,1.931
Rice,Tamil Nadu,Zaid,30.44,55.27,5.65,48.57,MOP,148.24,Cartap Hydrochloride,2.845
Cotton,Bihar,Rabi,29.57,86.39,6.31,31.59,Potash,158.65,Imidacloprid,3.766
Sugarcane,Uttar Pradesh,Zaid,30.55,56.65,7.5,46.79,NPK,243.34,Chlorpyrifos,3.482
Pulses,Maharashtra,Rabi,30.28,78.06,6.52,39.75,NPK,102.26,Imidacloprid,2.883
Rice,Uttar Pradesh,Kharif,22.76,54.85,7.17,42.42,Urea,156.33,Imidacloprid,2.423
Pulses,Rajasthan,Kharif,26.24,77.98,6.92,36.19,Compost,51.11,Thiamethoxam,2.455
Mustard,Uttar Pradesh,Rabi,33.82,78.05,6.02,37.66,Compost,69.81,Imidacloprid,3.174
Mustard,Maharashtra,Zaid,31.95,78.39,6.2,50.14,Urea,125.16,Mancozeb,3.066
Rice,Maharashtra,Kharif,23.13,75.87,6.35,52.1,MOP,152.03,Chlorpyrifos,4.032
Sugarcane,Maharashtra,Zaid,37.47,61.89,5.85,39.11,NPK,243.95,Imidacloprid,3.966
Mustard,Tamil Nadu,Rabi,26.65,83.89,6.1,61.25,SSP,112.03,Imidacloprid,2.943
Wheat,Karnataka,Rabi,30.48,55.44,7.0,49.01,Urea,131.76,Propiconazole,2.213
Groundnut,Karnataka,Zaid,30.47,60.43,5.85,62.0,Gypsum,57.66,Dimethoate,2.597
Rice,Tamil Nadu,Zaid,25.39,67.98,5.35,51.06,MOP,149.46,Imidacloprid,3.401
Cotton,Tamil Nadu,Zaid,27.3,76.99,6.07,35.16,Potash,147.69,Buprofezin,3.074
Sugarcane,Maharashtra,Kharif,29.96,85.15,6.29,27.12,Urea,236.94,Imidacloprid,4.745
Cotton,Karnataka,Zaid,31.33,66.24,7.01,19.25,Compost,99.2,Imidacloprid,2.913
Cotton,Punjab,Rabi,25.0,55.45,6.08,41.71,Compost,100.44,Buprofezin,2.65
Sugarcane,Odisha,Kharif,30.29,75.45,6.78,44.0,Urea,238.96,Malathion,4.602
Pulses,Tamil Nadu,Kharif,27.08,73.4,6.92,40.43,Compost,53.47,Mancozeb,2.643
Cotton,Odisha,Kharif,20.36,58.53,6.69,33.93,NPK,175.72,Imidacloprid,2.234
Cotton,Maharashtra,Zaid,31.76,84.09,6.87,35.84,Potash,148.97,Imidacloprid,4.195
Mustard,Rajasthan,Kharif,29.64,59.02,7.21,38.91,Urea,111.9,Carbendazim,1.636
Groundnut,Odisha,Kharif,24.97,56.53,6.69,33.46,Compost,62.92,Chlorpyrifos,2.198
Pulses,Odisha,Kharif,23.42,60.57,6.69,59.84,DAP,94.63,Thiamethoxam,2.032
Sugarcane,Rajasthan,Zaid,25.39,50.87,5.74,61.91,Urea,236.0,Chlorpyrifos,3.79
Cotton,Uttar Pradesh,Zaid,38.51,72.62,7.07,49.16,Compost,103.36,Acephate,4.14
Rice,Tamil Nadu,Rabi,30.56,84.55,6.69,44.52,Urea,173.49,Imidacloprid,4.368
Wheat,Karnataka,Zaid,23.42,63.36,7.07,13.83,SSP,110.26,Propiconazole,1.885
Rice,Uttar Pradesh,Rabi,30.67,85.17,5.93,32.39,Urea,167.96,Imidacloprid,4.423
Sugarcane,Maharashtra,Rabi,29.1,57.59,6.37,45.17,Urea,236.61,Malathion,3.683
Cotton,Bihar,Zaid,25.28,69.28,6.42,28.14,Compost,103.83,Imidacloprid,2.798
Cotton,Tamil Nadu,Rabi,29.97,64.3,6.4,15.04,NPK,171.41,Buprofezin,2.309
Groundnut,Bihar,Kharif,32.84,75.04,5.89,38.41,Compost,65.71,Dimethoate,3.008
Maize,Punjab,Zaid,33.98,71.65,7.06,45.0,Urea,129.07,Imidacloprid,3.269
Wheat,Karnataka,Kharif,33.81,90.14,6.67,28.15,Urea,147.3,Mancozeb,4.318
Mustard,Bihar,Zaid,26.78,57.95,7.15,43.9,Compost,66.34,Mancozeb,1.73
Maize,Odisha,Zaid,28.02,42.29,7.13,47.84,Compost,67.75,Lambda-Cyhalothrin,2.886
Sugarcane,Bihar,Rabi,33.27,59.84,5.1,37.62,NPK,239.24,Imidacloprid,3.223
Wheat,Punjab,Rabi,29.81,75.19,6.03,59.83,SSP,124.14,Propiconazole,2.845
Maize,Tamil Nadu,Kharif,26.16,55.74,7.25,33.65,DAP,109.96,Imidacloprid,1.907
Maize,Uttar Pradesh,Zaid,27.27,91.13,5.73,32.7,DAP,125.75,Chlorantraniliprole,4.091
Groundnut,Maharashtra,Kharif,29.46,67.59,6.98,61.82,Gypsum,55.58,Dimethoate,3.048
Maize,Punjab,Rabi,30.94,79.36,6.08,32.0,Urea,122.93,Imidacloprid,3.352
Groundnut,Tamil Nadu,Zaid,33.79,85.39,7.49,36.86,Compost,57.08,Chlorpyrifos,4.388
Wheat,Karnataka,Kharif,31.26,67.31,5.7,28.88,NPK,134.27,Carbendazim,2.265
Cotton,Tamil Nadu,Zaid,35.2,55.6,6.25,62.38,Potash,152.09,Buprofezin,2.858
Sugarcane,Punjab,Kharif,28.18,79.95,6.78,26.87,NPK,238.27,Malathion,5.026
Mustard,Uttar Pradesh,Zaid,29.47,90.87,5.74,45.48,Compost,69.09,Mancozeb,3.705
Wheat,Odisha,Kharif,27.42,62.02,6.47,63.13,NPK,153.65,Propiconazole,2.237
Rice,Uttar Pradesh,Kharif,24.5,70.29,5.86,50.0,DAP,159.39,Chlorpyrifos,3.8
Pulses,Rajasthan,Rabi,26.47,51.78,6.24,49.74,NPK,102.76,Thiamethoxam,2.049
Maize,Karnataka,Rabi,24.25,57.57,6.01,33.53,Compost,72.46,Lambda-Cyhalothrin,2.496
Sugarcane,Tamil Nadu,Zaid,23.54,66.36,7.29,22.98,NPK,236.75,Chlorpyrifos,3.747
Cotton,Rajasthan,Rabi,20.47,63.29,7.1,21.9,Compost,100.36,Imidacloprid,2.585
Maize,Tamil Nadu,Rabi,25.68,55.56,6.34,29.75,Urea,116.73,Imidacloprid,2.132
Maize,Uttar Pradesh,Zaid,24.68,77.4,7.81,21.24,Urea,106.49,Lambda-Cyhalothrin,3.243
Pulses,Rajasthan,Kharif,29.54,63.3,6.39,24.45,NPK,94.14,Imidacloprid,1.819
Maize,Bihar,Kharif,23.69,60.08,6.4,68.15,Compost,80.22,Lambda-Cyhalothrin,2.886
Sugarcane,Bihar,Rabi,24.57,78.77,7.26,24.86,Urea,233.72,Chlorpyrifos,4.657
Sugarcane,Uttar Pradesh,Kharif,27.78,74.7,7.06,47.14,Urea,242.77,Chlorpyrifos,4.57
Mustard,Tamil Nadu,Zaid,30.06,76.92,6.34,39.77,Compost,71.57,Imidacloprid,2.39
Sugarcane,Rajasthan,Zaid,26.49,60.4,6.12,62.3,NPK,242.53,Imidacloprid,3.322
Maize,Tamil Nadu,Zaid,28.58,76.59,7.41,46.37,Compost,77.95,Imidacloprid,3.259
Mustard,Bihar,Zaid,30.13,85.26,5.83,52.15,Compost,82.0,Mancozeb,3.491
Sugarcane,Tamil Nadu,Kharif,26.03,85.49,6.59,37.02,NPK,248.0,Malathion,5.011
Wheat,Rajasthan,Rabi,26.16,55.74,6.52,51.69,NPK,143.67,Propiconazole,1.94
Groundnut,Bihar,Zaid,22.62,67.41,5.62,49.28,Urea,95.3,Chlorpyrifos,3.012
Rice,Karnataka,Zaid,22.7,74.72,6.59,41.76,Urea,167.92,Cartap Hydrochloride,3.736
Pulses,Rajasthan,Rabi,32.42,85.04,6.39,52.8,NPK,110.07,Mancozeb,3.688
Mustard,Tamil Nadu,Zaid,30.02,39.27,7.0,25.44,Urea,108.16,Imidacloprid,1.719
Mustard,Bihar,Zaid,18.61,98.33,5.72,52.39,Urea,123.0,Carbendazim,3.062
Groundnut,Karnataka,Rabi,27.13,57.63,5.7,42.83,Gypsum,52.66,Carbendazim,1.685
Wheat,Punjab,Zaid,27.09,77.16,6.63,39.59,Urea,131.77,Carbendazim,2.772
Sugarcane,Bihar,Kharif,26.96,61.64,6.48,47.57,Potash,202.82,Malathion,3.71
Sugarcane,Rajasthan,Rabi,29.56,53.42,6.21,42.23,Potash,201.3,Chlorpyrifos,3.692
Pulses,Odisha,Rabi,28.96,80.55,6.97,45.92,DAP,99.88,Mancozeb,3.122
Rice,Uttar Pradesh,Kharif,27.61,76.73,5.69,50.92,MOP,149.7,Imidacloprid,3.558
Groundnut,Odisha,Zaid,29.05,49.71,6.02,44.06,Compost,56.11,Dimethoate,2.2
Wheat,Uttar Pradesh,Kharif,25.1,58.58,6.55,39.44,SSP,119.74,Mancozeb,1.94
Sugarcane,Uttar Pradesh,Kharif,29.67,72.25,6.63,31.23,Urea,237.23,Chlorpyrifos,4.317
Rice,Rajasthan,Zaid,32.13,42.13,6.83,31.28,DAP,146.38,Cartap Hydrochloride,3.169
Groundnut,Rajasthan,Rabi,27.28,53.29,6.66,55.37,Urea,106.85,Carbendazim,1.544
Sugarcane,Odisha,Rabi,21.65,73.77,6.0,34.86,Urea,225.75,Malathion,4.199
Sugarcane,Tamil Nadu,Rabi,35.38,75.16,5.82,54.83,Potash,208.83,Imidacloprid,4.357
Rice,Tamil Nadu,Zaid,32.51,67.97,5.67,40.99,DAP,154.66,Chlorpyrifos,3.712
Groundnut,Tamil Nadu,Kharif,34.63,72.99,6.65,43.04,Urea,108.73,Dimethoate,3.173
Wheat,Maharashtra,Rabi,24.63,78.48,6.36,36.29,NPK,136.92,Propiconazole,2.886
Pulses,Maharashtra,Zaid,26.79,79.79,5.41,41.17,DAP,85.26,Thiamethoxam,2.661
Wheat,Maharashtra,Rabi,36.58,70.06,6.46,31.15,SSP,124.06,Mancozeb,2.96
Sugarcane,Karnataka,Kharif,25.99,74.6,6.7,33.88,Potash,202.19,Malathion,4.53
Cotton,Maharashtra,Kharif,27.44,73.55,6.04,26.33,NPK,174.33,Acephate,3.706
Maize,Punjab,Rabi,28.97,51.22,7.22,40.32,DAP,113.61,Chlorantraniliprole,2.814
Cotton,Punjab,Zaid,27.32,69.32,6.3,46.93,Compost,105.03,Imidacloprid,3.205
Maize,Karnataka,Kharif,31.24,52.34,6.84,46.34,Compost,71.87,Lambda-Cyhalothrin,3.081
Pulses,Bihar,Kharif,21.02,69.41,6.03,66.16,DAP,90.52,Thiamethoxam,2.096
Maize,Karnataka,Kharif,28.85,46.7,6.81,64.94,DAP,123.14,Imidacloprid,2.44
Cotton,Tamil Nadu,Zaid,32.49,75.56,6.51,42.13,Compost,108.45,Buprofezin,3.609
Pulses,Uttar Pradesh,Kharif,31.41,73.52,6.21,50.9,DAP,89.67,Imidacloprid,2.523
Rice,Rajasthan,Zaid,33.23,68.5,5.02,25.92,MOP,135.48,Imidacloprid,3.549
Sugarcane,Karnataka,Zaid,29.46,59.17,6.27,32.17,Urea,231.58,Chlorpyrifos,3.677
Wheat,Maharashtra,Rabi,27.77,88.92,6.29,43.28,SSP,124.1,Mancozeb,3.538
Sugarcane,Bihar,Zaid,27.37,94.89,6.15,47.86,Urea,242.36,Chlorpyrifos,5.956
Pulses,Odisha,Rabi,25.61,72.82,6.84,27.52,Compost,50.77,Imidacloprid,2.087
Groundnut,Rajasthan,Zaid,28.98,87.72,6.6,46.51,Urea,108.23,Dimethoate,4.104
Cotton,Uttar Pradesh,Kharif,30.53,71.6,6.92,32.41,NPK,180.89,Buprofezin,3.124
Wheat,Rajasthan,Rabi,26.12,46.28,7.09,35.79,SSP,118.73,Mancozeb,2.103
Sugarcane,Maharashtra,Rabi,30.43,77.74,7.0,38.06,Potash,203.14,Malathion,4.896
Groundnut,Bihar,Zaid,26.5,83.02,6.37,39.9,Urea,103.66,Dimethoate,3.577
Maize,Karnataka,Rabi,25.77,83.31,6.22,37.8,DAP,121.25,Lambda-Cyhalothrin,4.165
Wheat,Odisha,Kharif,24.5,76.24,6.67,48.09,NPK,144.22,Carbendazim,2.177
Maize,Bihar,Rabi,27.54,72.69,6.3,37.15,Compost,68.6,Lambda-Cyhalothrin,3.217
Rice,Uttar Pradesh,Rabi,26.93,85.19,6.5,43.03,DAP,161.98,Cartap Hydrochloride,4.387
Maize,Karnataka,Rabi,20.53,71.17,6.35,47.81,DAP,122.42,Chlorantraniliprole,2.902
Groundnut,Karnataka,Zaid,26.39,74.48,6.45,47.0,Gypsum,56.26,Dimethoate,2.951
