Crop,Region,Season,Temperature_C,Humidity_%,Soil_pH,Soil_Moisture_%,Fertilizer_Name,Fertilizer_Amount_kg_per_acre,Pesticide_Name,Pesticide_Amount_kg_per_acre
Jowar,Tamil Nadu,Rabi,23.56,58.1,6.7,60.35,SSP,104.43,Lambda-Cyhalothrin,2.326
Jowar,Uttar Pradesh,Zaid,22.96,86.56,6.24,33.85,SSP,97.12,Lambda-Cyhalothrin,3.583
Sugarcane,Bihar,Kharif,31.25,50.8,6.38,37.94,NPK,257.14,Malathion,3.959
Sugarcane,Tamil Nadu,Zaid,28.04,56.17,6.49,53.65,Potash,203.4,Chlorpyrifos,3.655
Maize,Punjab,Zaid,28.85,76.32,6.69,48.9,DAP,120.12,Lambda-Cyhalothrin,3.891
Sugarcane,Odisha,Zaid,32.53,81.92,6.13,59.81,Urea,238.06,Chlorpyrifos,4.999
Groundnut,Andhra Pradesh,Zaid,34.8,73.76,7.29,33.95,Compost,61.66,Carbendazim,2.291
Potato,Bihar,Kharif,24.82,65.8,6.87,55.64,DAP,197.29,Carbendazim,2.472
Potato,Tamil Nadu,Kharif,23.0,58.66,6.51,49.35,DAP,188.18,Cartap Hydrochloride,2.494
Rice,Bihar,Zaid,31.28,87.02,6.92,44.44,DAP,165.69,Imidacloprid,4.28
Mustard,Punjab,Zaid,30.65,62.37,7.13,57.78,Urea,114.51,Mancozeb,2.208
Jowar,Uttar Pradesh,Kharif,34.11,50.9,6.8,33.72,Urea,108.23,Imidacloprid,1.516
Sugarcane,Odisha,Kharif,33.19,66.97,6.67,48.33,NPK,257.19,Imidacloprid,3.957
Groundnut,Bihar,Rabi,28.38,59.07,5.85,24.46,Urea,90.57,Dimethoate,2.216
Maize,Tamil Nadu,Rabi,29.57,59.2,5.99,22.98,Urea,113.52,Imidacloprid,2.223
Sugarcane,Tamil Nadu,Kharif,25.53,69.6,7.11,52.74,NPK,265.58,Chlorpyrifos,4.327
Jowar,Andhra Pradesh,Kharif,29.24,63.14,6.62,64.02,NPK,129.65,Lambda-Cyhalothrin,2.539
Cotton,Maharashtra,Zaid,29.65,91.69,6.72,43.39,Potash,153.29,Imidacloprid,4.355
Maize,Maharashtra,Kharif,23.51,76.09,6.69,34.35,DAP,122.64,Chlorantraniliprole,3.199
Wheat,Uttar Pradesh,Zaid,22.17,74.12,5.7,59.72,NPK,142.95,Propiconazole,2.693
Jowar,Andhra Pradesh,Zaid,24.71,68.6,5.94,16.45,NPK,105.1,Chlorpyrifos,2.082
Jowar,Punjab,Kharif,18.25,70.41,6.44,29.31,NPK,111.98,Lambda-Cyhalothrin,2.234
Rice,Punjab,Zaid,29.32,59.01,6.57,28.01,MOP,149.07,Chlorpyrifos,2.689
Potato,Maharashtra,Zaid,25.96,80.78,6.65,46.08,Urea,199.09,Cartap Hydrochloride,3.705
Jowar,Uttar Pradesh,Rabi,27.82,64.59,6.34,48.03,Urea,111.61,Imidacloprid,2.058
Sugarcane,Odisha,Kharif,26.01,62.33,7.09,30.8,Urea,236.58,Chlorpyrifos,3.539
Wheat,Odisha,Kharif,27.98,67.38,6.66,17.21,SSP,115.4,Carbendazim,1.676
Sugarcane,West Bengal,Zaid,30.68,50.88,6.66,41.2,NPK,248.23,Malathion,3.753
Jowar,Bihar,Rabi,26.34,91.05,5.72,34.81,Urea,107.92,Lambda-Cyhalothrin,3.847
Jowar,Bihar,Kharif,30.22,72.12,6.23,37.81,NPK,121.02,Lambda-Cyhalothrin,2.841
Potato,Tamil Nadu,Kharif,26.22,75.48,6.69,52.94,MOP,180.35,Mancozeb,3.4
Sugarcane,Punjab,Kharif,28.19,52.89,7.06,49.27,Urea,240.22,Chlorpyrifos,3.478
Potato,Andhra Pradesh,Zaid,27.02,81.22,7.22,36.95,DAP,182.47,Carbendazim,2.844
Wheat,Andhra Pradesh,Zaid,27.6,81.22,6.34,50.67,SSP,128.63,Carbendazim,2.766
Wheat,Bihar,Kharif,29.78,57.33,6.01,49.94,SSP,120.44,Carbendazim,1.703
Cotton,Bihar,Zaid,27.11,59.67,7.37,48.51,Potash,140.58,Buprofezin,2.584
Rice,Bihar,Rabi,37.7,83.22,6.57,40.17,MOP,156.22,Imidacloprid,4.682
Potato,Punjab,Zaid,22.57,74.07,6.61,18.23,DAP,175.05,Mancozeb,3.326
Mustard,Odisha,Rabi,23.92,52.61,7.74,49.53,Compost,63.88,Carbendazim,0.875
Jowar,Tamil Nadu,Rabi,21.25,92.23,6.1,29.15,NPK,113.44,Chlorpyrifos,3.789
Cotton,Uttar Pradesh,Zaid,28.64,67.82,6.19,55.62,Compost,101.97,Buprofezin,2.656
Rice,Uttar Pradesh,Kharif,28.98,62.01,6.91,27.07,DAP,151.44,Cartap Hydrochloride,3.038
Wheat,Andhra Pradesh,Kharif,28.44,79.34,6.26,50.29,Urea,135.4,Mancozeb,3.272
Groundnut,Andhra Pradesh,Rabi,30.17,63.01,6.92,67.38,Gypsum,59.49,Chlorpyrifos,2.428
Mustard,Maharashtra,Kharif,28.25,63.86,5.79,43.8,Urea,111.5,Mancozeb,2.268
Jowar,Uttar Pradesh,Kharif,26.65,61.38,6.35,30.55,Urea,110.99,Imidacloprid,1.725
Sugarcane,Uttar Pradesh,Rabi,25.16,61.76,6.25,64.91,Urea,246.73,Chlorpyrifos,3.467
Maize,West Bengal,Kharif,28.83,72.34,6.63,27.39,Compost,73.95,Lambda-Cyhalothrin,3.421
Potato,Andhra Pradesh,Zaid,25.57,58.59,6.95,53.31,Urea,191.02,Mancozeb,2.717
Sugarcane,Karnataka,Rabi,31.44,51.74,6.8,22.5,NPK,240.19,Malathion,3.437
Potato,Odisha,Zaid,21.95,73.13,6.68,35.14,Urea,189.92,Carbendazim,2.503
Maize,Bihar,Rabi,31.21,69.82,6.5,46.97,Urea,126.78,Imidacloprid,2.947
Cotton,Uttar Pradesh,Zaid,19.22,72.42,7.27,18.37,Potash,134.98,Imidacloprid,2.871
Rice,Odisha,Kharif,26.91,54.83,6.68,50.39,MOP,154.04,Chlorpyrifos,3.097
Cotton,Odisha,Kharif,25.78,70.88,5.99,54.56,Compost,102.33,Imidacloprid,3.253
Potato,Karnataka,Zaid,24.72,51.1,6.36,60.36,DAP,184.47,Carbendazim,1.982
Potato,Rajasthan,Rabi,21.4,56.89,7.32,21.32,Urea,186.1,Mancozeb,2.468
Potato,Uttar Pradesh,Kharif,17.7,56.93,6.48,32.65,MOP,166.81,Carbendazim,1.86
Potato,Punjab,Kharif,18.81,45.85,7.94,53.16,MOP,167.34,Cartap Hydrochloride,3.068
Pulses,Karnataka,Rabi,36.07,67.87,7.31,51.81,NPK,99.83,Thiamethoxam,2.534
Groundnut,Andhra Pradesh,Kharif,33.81,82.6,5.99,41.24,Gypsum,53.5,Dimethoate,3.774
Sugarcane,Odisha,Kharif,30.48,75.29,6.97,41.94,Urea,239.98,Chlorpyrifos,4.673
Wheat,Bihar,Zaid,27.36,51.48,6.46,54.69,NPK,141.47,Propiconazole,1.812
Rice,Karnataka,Kharif,25.95,60.06,6.99,37.77,MOP,150.25,Cartap Hydrochloride,3.226
Sugarcane,Maharashtra,Kharif,28.54,72.63,6.14,15.44,Urea,227.46,Imidacloprid,3.337
Cotton,Odisha,Rabi,28.31,80.84,7.58,72.12,NPK,190.39,Acephate,4.178
Wheat,Uttar Pradesh,Kharif,26.8,66.41,6.7,33.3,NPK,141.44,Carbendazim,1.736
Jowar,Andhra Pradesh,Zaid,29.66,48.33,7.39,41.84,NPK,105.96,Lambda-Cyhalothrin,2.129
Groundnut,Bihar,Zaid,30.02,41.09,6.42,31.83,Compost,57.52,Carbendazim,1.677
Rice,Maharashtra,Rabi,26.07,54.12,5.92,41.07,DAP,149.58,Chlorpyrifos,3.137
Potato,Uttar Pradesh,Rabi,19.13,76.89,6.61,52.48,Urea,222.31,Mancozeb,3.847
Potato,Maharashtra,Zaid,13.57,97.04,6.45,26.48,DAP,185.44,Mancozeb,4.454
Wheat,Karnataka,Rabi,32.45,74.05,7.54,44.27,SSP,125.87,Mancozeb,2.912
Groundnut,Maharashtra,Zaid,26.83,70.38,6.67,5,Urea,93.5,Chlorpyrifos,2.9
Potato,Karnataka,Zaid,22.51,62.09,6.03,6.02,MOP,162.35,Carbendazim,2.128
Potato,Punjab,Zaid,22.23,58.3,6.63,16.16,DAP,167.2,Mancozeb,2.367
Rice,Tamil Nadu,Zaid,28.05,69.91,6.1,22.53,MOP,147.17,Cartap Hydrochloride,3.524
Pulses,Rajasthan,Kharif,29.12,62.92,5.9,56.09,Compost,56.23,Thiamethoxam,1.699
Potato,Tamil Nadu,Rabi,18.4,68.84,6.21,57.98,MOP,186.22,Mancozeb,3.091
Mustard,Bihar,Rabi,28.87,77.32,6.51,54.06,Compost,72.47,Carbendazim,2.283
Mustard,Uttar Pradesh,Rabi,23.46,59.0,6.76,26.45,SSP,97.31,Carbendazim,0.849
Maize,Punjab,Rabi,27.02,74.15,6.61,59.06,Urea,127.37,Imidacloprid,3.015
Maize,Maharashtra,Rabi,27.03,58.34,6.31,48.92,Urea,126.65,Chlorantraniliprole,2.349
Cotton,Bihar,Kharif,34.05,62.36,5.93,49.57,Compost,102.05,Acephate,3.223
Mustard,West Bengal,Kharif,27.14,54.32,6.08,81.37,Compost,77.93,Mancozeb,2.155
Jowar,Uttar Pradesh,Zaid,32.71,70.87,6.31,32.37,Urea,107.66,Imidacloprid,2.258
Cotton,West Bengal,Zaid,30.94,67.41,6.53,33.83,NPK,185.5,Buprofezin,2.874
Cotton,West Bengal,Rabi,24.59,61.55,6.39,47.35,NPK,181.45,Buprofezin,2.297
Wheat,West Bengal,Rabi,29.53,67.32,6.95,57.71,Urea,144.13,Mancozeb,2.613
Potato,Karnataka,Zaid,23.68,71.48,6.18,43.3,DAP,182.47,Mancozeb,3.519
Potato,Karnataka,Rabi,17.64,73.04,7.11,47.28,MOP,184.05,Carbendazim,2.363
Wheat,Uttar Pradesh,Kharif,25.99,73.13,5.82,20.75,NPK,128.07,Carbendazim,2.113
Maize,Maharashtra,Rabi,29.51,57.75,7.23,31.03,Compost,67.53,Lambda-Cyhalothrin,2.558
Maize,Maharashtra,Kharif,32.19,87.39,7.57,36.19,Urea,125.47,Lambda-Cyhalothrin,4.502
Pulses,West Bengal,Kharif,29.59,67.83,5.5,12.91,DAP,77.7,Imidacloprid,1.781
Jowar,Karnataka,Zaid,29.04,64.38,6.45,48.24,NPK,121.61,Chlorpyrifos,2.381
Potato,Odisha,Rabi,26.09,69.88,6.39,43.88,DAP,194.82,Cartap Hydrochloride,3.284
Pulses,Tamil Nadu,Zaid,27.73,56.6,7.14,64.51,NPK,102.92,Mancozeb,1.962
Wheat,Karnataka,Zaid,27.28,69.6,7.17,65.68,SSP,127.04,Propiconazole,2.476
Potato,Maharashtra,Zaid,12.59,82.4,4.69,36.17,MOP,167.25,Mancozeb,3.622
Wheat,Bihar,Zaid,32.41,80.2,6.39,53.49,NPK,151.01,Mancozeb,3.534
Rice,West Bengal,Zaid,26.64,65.7,6.53,45.04,MOP,146.24,Cartap Hydrochloride,3.426
Potato,Maharashtra,Zaid,17.96,55.54,7.11,47.89,MOP,170.06,Mancozeb,2.692
Sugarcane,Karnataka,Zaid,25.58,62.64,5.9,44.46,NPK,237.67,Imidacloprid,3.328
Pulses,Rajasthan,Rabi,30.84,58.45,5.87,26.53,NPK,89.13,Mancozeb,1.354
Wheat,Punjab,Rabi,20.75,64.7,5.87,37.53,SSP,119.76,Mancozeb,2.184
Wheat,Maharashtra,Kharif,24.89,81.69,6.46,43.7,SSP,127.62,Mancozeb,3.421
Rice,Punjab,Kharif,26.33,93.77,7.67,79.34,DAP,168.97,Imidacloprid,4.654
Jowar,Rajasthan,Kharif,26.12,76.85,7.74,79.84,SSP,106.08,Chlorpyrifos,3.439
Groundnut,Rajasthan,Zaid,26.53,66.36,6.97,28.99,Urea,98.48,Dimethoate,2.74
Wheat,Rajasthan,Zaid,30.38,72.6,7.0,48.29,NPK,143.58,Mancozeb,2.852
Maize,Uttar Pradesh,Zaid,27.66,68.76,6.69,17.26,Compost,68.73,Lambda-Cyhalothrin,3.267
Jowar,Rajasthan,Zaid,27.84,72.76,6.12,47.7,SSP,97.78,Imidacloprid,2.356
Jowar,Tamil Nadu,Zaid,26.94,67.76,6.35,51.37,NPK,116.17,Imidacloprid,2.249
Jowar,Tamil Nadu,Rabi,33.13,81.22,7.06,47.86,Urea,114.12,Chlorpyrifos,3.64
Cotton,Karnataka,Zaid,29.9,58.26,7.04,40.32,Potash,141.99,Buprofezin,2.113
Pulses,Odisha,Zaid,24.25,89.48,6.06,38.85,NPK,100.02,Imidacloprid,2.929
Pulses,Karnataka,Rabi,25.78,66.53,7.79,40.11,Compost,52.79,Thiamethoxam,1.638
Groundnut,Punjab,Rabi,27.99,87.23,6.36,54.29,Gypsum,56.0,Chlorpyrifos,3.754
Pulses,Rajasthan,Zaid,24.46,69.25,6.53,52.08,Compost,60.39,Thiamethoxam,2.263
Mustard,Uttar Pradesh,Zaid,28.82,72.02,6.19,46.96,Urea,117.23,Imidacloprid,2.209
Wheat,Odisha,Kharif,18.98,54.75,6.28,26.7,SSP,115.31,Carbendazim,1.261
Jowar,Punjab,Zaid,29.73,66.01,5.94,21.73,NPK,108.33,Imidacloprid,1.875
Pulses,Tamil Nadu,Zaid,33.22,76.67,7.25,37.68,Compost,58.61,Mancozeb,2.964
Maize,Uttar Pradesh,Zaid,22.91,64.08,6.39,32.57,DAP,113.88,Chlorantraniliprole,2.276
Mustard,Uttar Pradesh,Kharif,23.02,57.91,6.2,42.86,SSP,103.5,Carbendazim,1.013
Jowar,Odisha,Zaid,24.63,50.32,6.0,23.96,SSP,81.96,Imidacloprid,1.85
Pulses,Karnataka,Kharif,34.39,96.55,6.38,47.4,DAP,96.03,Mancozeb,4.094
Maize,Odisha,Zaid,23.72,71.66,6.82,41.73,Compost,72.76,Lambda-Cyhalothrin,3.03
Sugarcane,Bihar,Zaid,30.77,53.53,6.16,48.74,Potash,207.59,Imidacloprid,3.071
Mustard,Tamil Nadu,Zaid,26.29,77.47,5.91,53.91,Compost,69.86,Imidacloprid,2.469
Mustard,Andhra Pradesh,Zaid,27.46,55.75,6.86,28.64,Compost,68.24,Carbendazim,1.343
Sugarcane,Maharashtra,Zaid,25.08,79.84,7.15,54.15,Urea,228.52,Malathion,5.106
Maize,Rajasthan,Kharif,27.72,84.35,5.92,37.64,Compost,73.13,Chlorantraniliprole,3.674
Rice,Andhra Pradesh,Zaid,32.26,85.04,6.73,33.72,DAP,155.71,Cartap Hydrochloride,4.274
Mustard,Andhra Pradesh,Rabi,21.3,63.03,5.94,46.37,Urea,116.78,Imidacloprid,1.993
Potato,Punjab,Kharif,12.25,64.94,6.42,15.57,MOP,159.54,Mancozeb,2.904
Rice,Rajasthan,Zaid,21.81,71.23,6.82,35.54,MOP,140.14,Cartap Hydrochloride,3.424
Pulses,Punjab,Rabi,23.78,86.43,5.89,52.5,Compost,55.59,Imidacloprid,2.627
Maize,Maharashtra,Zaid,30.7,61.2,5.92,25.88,Compost,71.38,Imidacloprid,2.329
Cotton,Bihar,Zaid,25.72,72.34,6.65,48.13,Compost,104.97,Acephate,3.245
Sugarcane,Maharashtra,Rabi,29.72,64.56,6.19,22.25,NPK,236.7,Imidacloprid,3.547
Sugarcane,Rajasthan,Kharif,25.9,93.68,6.29,47.31,Urea,240.48,Imidacloprid,4.639
Maize,West Bengal,Zaid,24.47,84.7,6.44,36.35,DAP,116.39,Imidacloprid,3.476
Sugarcane,West Bengal,Rabi,29.6,75.44,7.31,45.38,Urea,239.46,Chlorpyrifos,4.748
Rice,Andhra Pradesh,Zaid,24.99,64.04,5.46,32.81,DAP,146.94,Cartap Hydrochloride,2.62
Rice,Punjab,Kharif,28.06,69.1,6.28,46.94,Urea,167.47,Imidacloprid,3.331
Potato,Tamil Nadu,Zaid,15.84,83.03,7.07,33.09,DAP,178.53,Cartap Hydrochloride,3.921
Mustard,Bihar,Zaid,28.47,82.64,7.05,49.75,Compost,71.18,Mancozeb,3.172
Wheat,Maharashtra,Kharif,27.64,76.37,5.9,65.55,SSP,126.28,Propiconazole,2.922
Mustard,Odisha,Rabi,29.74,75.88,5.88,36.28,Urea,120.02,Mancozeb,2.84
Rice,Bihar,Rabi,36.13,69.45,6.3,7.79,MOP,138.13,Imidacloprid,3.57
Wheat,Karnataka,Rabi,32.13,56.59,6.48,46.34,Urea,143.36,Mancozeb,2.535
Jowar,Karnataka,Rabi,25.82,76.68,5.3,43.24,Urea,106.54,Imidacloprid,2.434
Potato,Maharashtra,Zaid,23.23,83.8,6.29,39.48,DAP,186.1,Carbendazim,3.136
Cotton,Tamil Nadu,Kharif,30.78,41.96,6.16,27.81,Potash,141.39,Acephate,2.676
Cotton,Rajasthan,Rabi,28.73,52.66,6.78,44.1,Compost,102.12,Buprofezin,2.632
Groundnut,Andhra Pradesh,Kharif,31.2,76.97,6.5,39.59,Urea,113.14,Carbendazim,2.404
Jowar,West Bengal,Kharif,30.69,68.02,5.8,35.66,Urea,106.56,Lambda-Cyhalothrin,2.973
Cotton,Punjab,Zaid,29.64,96.46,5.57,56.92,NPK,189.9,Buprofezin,4.619
Mustard,Punjab,Rabi,24.27,80.1,6.88,62.86,Compost,77.47,Carbendazim,2.272
Potato,Uttar Pradesh,Kharif,19.54,53.21,6.64,48.32,DAP,181.99,Carbendazim,1.963
Pulses,Tamil Nadu,Kharif,29.44,86.62,6.28,45.98,NPK,104.62,Imidacloprid,3.044
Jowar,West Bengal,Zaid,31.32,42.58,6.8,44.76,SSP,95.28,Imidacloprid,1.811
Rice,Uttar Pradesh,Kharif,31.11,70.94,7.24,46.24,MOP,153.11,Cartap Hydrochloride,3.757
Maize,Uttar Pradesh,Rabi,26.25,68.2,7.43,33.54,Compost,70.65,Imidacloprid,2.373
Cotton,Tamil Nadu,Rabi,30.24,67.66,6.47,46.28,NPK,188.13,Acephate,3.373
Potato,Punjab,Kharif,22.08,98.89,5.99,23.68,DAP,177.8,Carbendazim,3.613
Potato,Rajasthan,Rabi,26.63,71.99,7.41,74.52,MOP,188.75,Mancozeb,3.673
Cotton,Punjab,Zaid,34.4,81.61,7.2,59.3,Potash,151.27,Buprofezin,3.853
Pulses,Uttar Pradesh,Kharif,36.61,65.11,5.64,34.55,DAP,87.56,Thiamethoxam,1.961
Sugarcane,Karnataka,Zaid,30.84,57.32,6.68,29.26,Potash,202.63,Chlorpyrifos,3.843
Mustard,Punjab,Rabi,21.83,71.83,6.5,10.0,Compost,64.36,Imidacloprid,1.862
Cotton,Andhra Pradesh,Rabi,29.6,37.19,6.75,21.67,Potash,142.57,Imidacloprid,2.285
Maize,Tamil Nadu,Rabi,35.5,52.02,6.56,39.44,DAP,118.23,Lambda-Cyhalothrin,2.94
Cotton,Karnataka,Kharif,23.53,58.67,5.29,47.55,Potash,140.91,Buprofezin,2.06
Cotton,Odisha,Zaid,21.23,83.1,6.68,15.73,Compost,105.51,Imidacloprid,3.521
Groundnut,Maharashtra,Zaid,27.07,62.92,5.82,51.39,Compost,56.95,Carbendazim,1.552
Pulses,Uttar Pradesh,Kharif,26.23,72.56,5.98,57.94,Compost,57.86,Imidacloprid,2.075
Rice,West Bengal,Zaid,24.16,59.13,7.33,57.73,DAP,149.97,Imidacloprid,2.54
Sugarcane,Odisha,Kharif,27.87,63.42,6.48,15.38,Urea,236.59,Imidacloprid,3.11
Sugarcane,Uttar Pradesh,Rabi,30.83,68.28,6.15,49.08,Urea,241.83,Imidacloprid,3.617
Groundnut,Tamil Nadu,Zaid,36.32,63.76,5.8,37.42,Compost,59.5,Dimethoate,3.005
Rice,West Bengal,Kharif,30.37,60.13,5.44,58.13,DAP,160.71,Cartap Hydrochloride,3.382
Mustard,Rajasthan,Rabi,22.82,82.94,7.0,45.65,Compost,75.1,Mancozeb,2.838
Rice,Uttar Pradesh,Zaid,27.99,52.41,6.31,77.46,MOP,157.34,Chlorpyrifos,3.523
Rice,Odisha,Zaid,33.82,41.33,7.31,47.83,Urea,157.5,Chlorpyrifos,3.708
Groundnut,Rajasthan,Zaid,23.99,80.18,5.92,42.02,Gypsum,49.81,Carbendazim,2.418
Sugarcane,Punjab,Rabi,30.73,78.74,5.7,36.53,Potash,198.64,Imidacloprid,4.372
Cotton,Uttar Pradesh,Zaid,34.32,85.93,5.89,40.24,Potash,146.19,Acephate,4.469
Jowar,Uttar Pradesh,Rabi,24.11,85.74,7.27,54.36,Urea,112.71,Chlorpyrifos,3.589
Jowar,Andhra Pradesh,Zaid,24.79,58.89,7.11,40.23,SSP,90.58,Imidacloprid,1.719
Potato,West Bengal,Zaid,18.57,48.56,6.07,46.69,DAP,181.18,Carbendazim,2.123
Mustard,Karnataka,Rabi,29.01,91.78,6.98,51.58,SSP,111.06,Imidacloprid,3.414
Sugarcane,Tamil Nadu,Kharif,27.02,80.98,6.11,32.76,NPK,252.47,Malathion,4.756
Pulses,Punjab,Zaid,35.65,72.59,7.37,58.48,DAP,88.62,Imidacloprid,2.47
Mustard,Tamil Nadu,Zaid,24.01,61.25,4.98,42.68,Urea,99.99,Imidacloprid,1.704
Potato,Andhra Pradesh,Zaid,21.89,51.69,6.07,42.77,Urea,191.63,Mancozeb,2.705
Groundnut,Tamil Nadu,Rabi,24.04,76.1,6.7,64.71,Compost,66.74,Dimethoate,3.534
Pulses,Andhra Pradesh,Kharif,29.96,69.23,5.99,41.55,Compost,56.16,Thiamethoxam,2.308
Mustard,Andhra Pradesh,Kharif,29.14,75.2,6.52,42.29,Urea,120.55,Carbendazim,1.881
Rice,Bihar,Rabi,25.88,75.08,6.49,35.88,Urea,164.54,Cartap Hydrochloride,3.913
Jowar,Maharashtra,Kharif,24.79,82.93,6.59,10.64,NPK,109.25,Imidacloprid,2.597
Mustard,Karnataka,Kharif,25.81,63.97,6.73,52.97,Urea,116.06,Imidacloprid,1.659
Jowar,Uttar Pradesh,Rabi,32.19,77.15,6.93,55.86,Urea,115.4,Lambda-Cyhalothrin,3.438
Rice,Tamil Nadu,Zaid,28.34,57.32,6.97,33.36,DAP,146.86,Chlorpyrifos,2.888
Potato,Punjab,Zaid,16.8,76.12,5.75,36.44,MOP,164.94,Mancozeb,3.206
Maize,Odisha,Rabi,26.89,53.74,7.04,54.44,DAP,116.97,Chlorantraniliprole,2.661
Groundnut,Punjab,Kharif,24.66,65.47,5.95,53.84,Gypsum,51.34,Carbendazim,1.577
Maize,Maharashtra,Kharif,26.22,82.94,7.62,29.28,Urea,120.81,Lambda-Cyhalothrin,3.977
Jowar,Bihar,Kharif,29.73,77.22,6.57,55.89,NPK,124.01,Imidacloprid,2.76
Wheat,Andhra Pradesh,Rabi,25.9,70.93,6.81,35.16,Urea,136.68,Carbendazim,1.887
Maize,Punjab,Rabi,29.09,73.72,6.14,29.4,Compost,71.19,Imidacloprid,2.853
Groundnut,Karnataka,Rabi,35.2,53.16,5.66,46.6,Gypsum,45.26,Carbendazim,1.881
Rice,Rajasthan,Rabi,29.76,64.42,6.03,28.49,Urea,154.91,Cartap Hydrochloride,3.211
Cotton,Rajasthan,Zaid,27.86,64.21,7.2,43.73,Potash,151.1,Acephate,2.872
Cotton,Uttar Pradesh,Kharif,28.2,55.72,6.46,30.98,Compost,100.14,Buprofezin,2.363
Maize,Maharashtra,Zaid,19.88,70.68,6.6,33.32,Compost,73.26,Lambda-Cyhalothrin,2.752
Jowar,Karnataka,Zaid,31.21,77.65,6.85,37.15,Urea,108.96,Chlorpyrifos,3.025
Sugarcane,Odisha,Zaid,28.42,58.38,6.46,14.11,Urea,231.54,Imidacloprid,2.686
Groundnut,Uttar Pradesh,Zaid,28.79,61.73,5.46,21.22,Gypsum,48.13,Dimethoate,1.819
Cotton,Tamil Nadu,Rabi,25.91,83.08,5.76,56.88,NPK,182.91,Imidacloprid,3.638
Sugarcane,West Bengal,Rabi,30.21,75.51,6.11,34.57,Urea,233.94,Imidacloprid,3.767
Sugarcane,Punjab,Zaid,20.94,44.47,7.01,49.23,Urea,233.29,Malathion,3.54
Sugarcane,Bihar,Zaid,22.2,49.2,6.03,37.81,NPK,237.79,Chlorpyrifos,3.586
Jowar,Odisha,Kharif,24.97,75.41,6.64,26.44,NPK,120.02,Chlorpyrifos,2.39
Maize,Punjab,Rabi,20.71,97.65,6.01,42.88,DAP,120.08,Chlorantraniliprole,4.38
Maize,Punjab,Zaid,27.41,79.16,5.84,41.17,Urea,123.94,Chlorantraniliprole,3.369
Potato,Rajasthan,Zaid,23.56,68.14,6.58,33.49,MOP,175.76,Mancozeb,2.811
Wheat,Rajasthan,Rabi,26.6,77.42,6.13,27.94,Urea,136.82,Mancozeb,2.7
Sugarcane,Bihar,Rabi,34.14,59.56,6.65,25.14,NPK,239.19,Malathion,3.836
Cotton,Karnataka,Zaid,27.99,63.65,7.44,33.27,Potash,136.59,Acephate,3.042
Potato,Rajasthan,Rabi,22.43,55.2,6.81,33.09,Urea,201.45,Carbendazim,2.064
Maize,Rajasthan,Zaid,18.73,87.48,6.03,22.38,Urea,120.33,Lambda-Cyhalothrin,4.043
Rice,Bihar,Rabi,29.93,59.86,5.91,32.85,MOP,142.75,Cartap Hydrochloride,3.266
Cotton,Uttar Pradesh,Rabi,26.45,90.31,5.83,61.46,NPK,183.1,Buprofezin,3.781
Cotton,Punjab,Rabi,22.09,62.1,5.96,54.33,Compost,103.99,Acephate,2.809
Mustard,Uttar Pradesh,Kharif,20.37,71.43,5.8,41.6,Compost,64.26,Imidacloprid,1.998
Mustard,Maharashtra,Rabi,32.95,54.21,6.95,49.49,SSP,109.61,Mancozeb,2.036
Rice,Bihar,Zaid,27.65,56.41,6.22,51.08,DAP,157.87,Cartap Hydrochloride,3.295
Potato,West Bengal,Kharif,19.49,70.35,7.57,51.8,DAP,184.7,Cartap Hydrochloride,2.945
Groundnut,Bihar,Kharif,26.05,80.41,6.33,48.88,Compost,65.35,Carbendazim,2.772
Maize,Odisha,Zaid,25.94,74.82,5.96,42.11,DAP,116.63,Imidacloprid,2.427
Jowar,West Bengal,Zaid,26.99,38.46,5.75,39.45,SSP,91.31,Chlorpyrifos,1.977
Groundnut,Andhra Pradesh,Rabi,30.99,81.16,6.86,57.19,Compost,64.9,Chlorpyrifos,3.737
Groundnut,West Bengal,Rabi,36.52,61.55,6.95,47.32,Gypsum,53.34,Chlorpyrifos,2.885
Mustard,Tamil Nadu,Zaid,18.89,78.99,6.73,59.47,Compost,71.75,Imidacloprid,2.479
Cotton,Uttar Pradesh,Kharif,24.86,64.76,6.24,59.84,Potash,151.37,Acephate,2.935
Rice,Tamil Nadu,Kharif,25.33,51.93,5.41,48.25,Urea,170.65,Imidacloprid,2.665
Mustard,Punjab,Kharif,29.14,71.29,7.42,39.6,SSP,96.5,Imidacloprid,2.163
Wheat,Andhra Pradesh,Kharif,23.47,78.43,5.09,57.72,SSP,120.05,Carbendazim,2.251
Pulses,Uttar Pradesh,Zaid,28.67,48.52,5.56,26.3,NPK,87.97,Mancozeb,1.561
Sugarcane,Bihar,Rabi,30.56,77.48,5.68,54.2,Urea,230.26,Chlorpyrifos,4.841
Wheat,Rajasthan,Kharif,23.89,87.08,6.38,21.23,SSP,115.84,Carbendazim,2.634
Mustard,Rajasthan,Rabi,23.25,70.93,6.06,69.9,Compost,77.43,Mancozeb,2.594
Potato,Rajasthan,Rabi,28.31,74.32,6.31,32.6,MOP,179.21,Mancozeb,3.533
Wheat,Andhra Pradesh,Kharif,19.16,70.92,5.64,42.43,NPK,135.59,Mancozeb,2.35
Jowar,Bihar,Kharif,26.73,76.26,6.78,39.77,SSP,105.03,Imidacloprid,2.403
Wheat,Andhra Pradesh,Zaid,30.02,43.23,4.97,38.29,NPK,128.54,Mancozeb,2.317
